Identifier,Insecurity,Start_date,End_date,Number _of_deaths,State
IBD031010,"Political Violence, Plateau",10/10/2024,10/10/2024,1,Plateau
IBD031009,"Assailants vs Herders, Plateau",10/10/2024,10/10/2024,1,Plateau
IBD031018,"Mob vs Bike Thief, FCT (Abuja)",9/10/2024,9/10/2024,1,FCT
IBD031115,"Sankebites, Niger",9/10/2024,16/10/2024,5,Niger
IBD031114,"Security Operatives vs Man, Anambra",9/10/2024,9/10/2024,1,Anambra
IBD030985,"Soldier vs Policeman, Lagos",9/10/2024,9/10/2024,1,Lagos
IBD030976,"Auto Crash, Kaduna",9/10/2024,9/10/2024,4,Kaduna
IBD030993,"Fulani Herdsmen Attack, Benue",9/10/2024,9/10/2024,4,Benue
IBD030982,"Student Killed, Ondo",9/10/2024,9/10/2024,1,Ondo
IBD030984,"Man vs Friend, Ondo",9/10/2024,9/10/2024,1,Ondo
IBD031020,"Police vs Kidnappers, Niger",9/10/2024,9/10/2024,3,Niger
IBD030959,"Hoodlums Kill Man, Niger",8/10/2024,8/10/2024,1,Niger
IBD031423,"Ritual Killing, Delta",8/10/2024,8/10/2024,1,Delta
IBD030996,"Gunmen vs Security Personnel, Imo",8/10/2024,8/10/2024,40,Imo
IBD030974,"Boko Haram Attack, Borno",8/10/2024,8/10/2024,1,Borno
IBD030973,"Farmer vs Herder, FCT (Abuja)",8/10/2024,8/10/2024,1,FCT
IBD030998,"Domestic Valence, Jigawa",8/10/2024,8/10/2024,1,Jigawa
IBD030979,"Inferno, Delta",8/10/2024,8/10/2024,1,Delta
IBD031027,"Gunmen vs SuperSports Crew, Anambra",8/10/2024,8/10/2024,3,Anambra
IBD030942,"Political Violence, Rivers",7/10/2024,7/10/2024,3,Rivers
IBD030946,"Political Crisis, Rivers",7/10/2024,7/10/2024,1,Rivers
IBD030943,"Political Violence, Rivers",7/10/2024,7/10/2024,1,Rivers
IBD030963,"Boko Haram Attack, Borno",7/10/2024,7/10/2024,5,Borno
IBD030971,"Bouncer vs Man, Lagos",7/10/2024,7/10/2024,1,Lagos
IBD030978,"Bandits vs Vigilante, Zamfara",7/10/2024,7/10/2024,9,Zamfara
IBD030956,"Banditry, Katsina",7/10/2024,9/10/2024,11,Katsina
IBD030934,"Prostitute vs Customer, Lagos",7/10/2024,7/10/2024,1,Lagos
PAR012675,"Kidnap Victim, Rivers",7/10/2024,7/10/2024,1,Rivers
IBD030957,"Bandit vs District Head, Kebbi",7/10/2024,7/10/2024,1,Kebbi
IBD030970,"Gunmen Attack, Plateau",7/10/2024,7/10/2024,3,Plateau
IBD030944,"Political Crisis, Rivers",7/10/2024,7/10/2024,1,Rivers
IBD031083,"Domestic Violence, Ondo",7/10/2024,7/10/2024,1,Ondo
IBD030983,"Migrants Farmers vs Youth Leader, Bayelsa",7/10/2024,7/10/2024,1,Bayelsa
IBD030953,"Boat Mishap, Lagos",7/10/2024,7/10/2024,13,Lagos
IBD030927,"Extra-Judicial Killing, Benue",6/10/2024,6/10/2024,1,Benue
IBD030933,"Cult Killing, Anambra",6/10/2024,6/10/2024,4,Anambra
IBD030958,"Gunmen Attack, Anambra",6/10/2024,6/10/2024,5,Anambra
IBD030930,"Police vs Kidnappers, Delta",6/10/2024,6/10/2024,3,Delta
IBD030937,"Domestic Violence, Kogi",6/10/2024,6/10/2024,1,Kogi
IBD030962,"Ritual Killing, Anambra",6/10/2024,6/10/2024,1,Anambra
IBD030952,"Assailant vs Hunter, Ogun",5/10/2024,5/10/2024,1,Ogun
IBD030951,"Food Poisoning, Ondo",5/10/2024,5/10/2024,5,Ondo
IBD030977,"Bandits vs APC Chairman, Kebbi",5/10/2024,5/10/2024,1,Kebbi
IBD030936,"Soldiers vs Bandits, Kaduna",5/10/2024,5/10/2024,3,Kaduna
IBD030975,"Train Accident, FCT (Abuja)",5/10/2024,5/10/2024,1,FCT
IBD030926,"Domestic Violence, Lagos",4/10/2024,4/10/2024,1,Lagos
IBD030941,"Troops vs Boko Haram, Yobe",4/10/2024,4/10/2024,10,Yobe
IBD031174,"Domestic Violence, Ebonyi",4/10/2024,4/10/2024,1,Ebonyi
IBD030945,"Police vs Gunmen, Imo",4/10/2024,4/10/2024,1,Imo
IBD030954,"Flood Incident, Ondo",4/10/2024,4/10/2024,1,Ondo
IBD030929,"Bandits vs Vigilante, Katsina",4/10/2024,4/10/2024,3,Katsina
IBD030928,"Bandits vs Security Agents, Katsina",4/10/2024,4/10/2024,9,Katsina
IBD030923,"Assailants vs Couple, Abia",3/10/2024,3/10/2024,2,Abia
IBD030922,"Gunmen vs Police Officers, Anambra",3/10/2024,3/10/2024,2,Anambra
IBD030931,"Building Collapse, Delta",3/10/2024,3/10/2024,1,Delta
IBD030921,"Auto Crash, Nasarawa",3/10/2024,3/10/2024,4,Nasarawa
IBD030925,"Domestic Violence, Lagos",3/10/2024,3/10/2024,1,Lagos
IBD030935,"Auto Crash, FCT (Abuja)",3/10/2024,3/10/2024,1,FCT
IBD030919,"Soldiers Kill Bandit, Kaduna",2/10/2024,2/10/2024,1,Kaduna
IBD030914,"Gunmen vs Mechanic, Ogun",2/10/2024,2/10/2024,1,Ogun
IBD030917,"Assailants vs Fisherman, Ogun",2/10/2024,2/10/2024,1,Ogun
IBD030920,"Banditry, Katsina",2/10/2024,2/10/2024,20,Katsina
IBD030924,"Police vs Commercial Driver, Akwa Ibom",2/10/2024,2/10/2024,1,Akwa Ibom
IBD030918,"Electrocution, Lagos",1/10/2024,1/10/2024,1,Lagos
IBD030955,"Female Genital Mutilation Victim, Delta",1/10/2024,1/10/2024,1,Delta
IBD030960,"Flooding Kills 1, Ebonyi",1/10/2024,1/10/2024,1,Ebonyi
IBD030916,"Herdsmen Kill Soldiers, Benue",1/10/2024,1/10/2024,7,Benue
IBD031002,"Fulani Herdsmen vs Boy, Edo",1/10/2024,13/10/2024,15,Edo
IBD030961,"Flooding, Ebonyi",1/10/2024,1/10/2024,1,Ebonyi
IBD030912,"Auto Crash, Lagos",1/10/2024,1/10/2024,10,Lagos
IBD030909,"Boko Haram vs Farmers, Borno",1/10/2024,1/10/2024,6,Borno
IBD031146,"Suspected Herdsmen Attacks, Benue",1/10/2024,31/10/2024,38,Benue
IBD030913,"Boat Mishap, Niger",1/10/2024,1/10/2024,180,Niger
IBD030878,"Mob vs Bandits, Kaduna",30/09/2024,30/09/2024,2,Kaduna
IBD030915,"Auto Crash, Enugu",30/09/2024,30/09/2024,1,Enugu
IBD030906,"Kidnappers vs Vigilante Commander, Kwara",30/09/2024,30/09/2024,1,Kwara
IBD030885,"Father vs Son, Delta",30/09/2024,30/09/2024,3,Delta
IBD030895,"Auto Crash, Jigawa",29/09/2024,29/09/2024,6,Jigawa
IBD030896,"Auto Crash, Anambra",29/09/2024,29/09/2024,1,Anambra
IBD030986,"Man vs Friends, Kano",29/09/2024,29/09/2024,1,Kano
IBD030903,"Gunmen vs Farmer, Benue",29/09/2024,29/09/2024,1,Benue
IBD030911,"Troops vs Boko Haram/ISWAP, Borno",29/09/2024,29/09/2024,5,Borno
IBD030980,"Drowning, Ogun",29/09/2024,29/09/2024,1,Ogun
IBD030900,"Police vs Kidnappers, Akwa Ibom",29/09/2024,29/09/2024,3,Akwa Ibom
IBD030898,"Mob vs Cable Thief, Lagos",29/09/2024,29/09/2024,1,Lagos
IBD030907,"Extra-Judicial Killing, Yobe",29/09/2024,29/09/2024,1,Yobe
IBD030899,"Auto Crash, Zamfara",29/09/2024,29/09/2024,6,Zamfara
IBD030886,"Bandits Kills 2, Kaduna",29/09/2024,29/09/2024,2,Kaduna
IBD030879,"Auto Crash, Ogun",29/09/2024,29/09/2024,2,Ogun
IBD030891,"Police vs Gunman, Anambra",29/09/2024,29/09/2024,1,Anambra
IBD030910,"Auto Crash, FCT (Abuja)",28/09/2024,28/09/2024,2,FCT
IBD030888,"Troops vs Terrorists, Kaduna",28/09/2024,28/09/2024,2,Kaduna
IBD030880,"Banditry, Katsina",28/09/2024,28/09/2024,2,Katsina
IBD030882,"Flooding, Imo",28/09/2024,28/09/2024,1,Imo
IBD030887,"Troops vs Terrorist, Kaduna",28/09/2024,28/09/2024,1,Kaduna
IBD030877,"Teenage Girls Drown, Jigawa",28/09/2024,28/09/2024,4,Jigawa
IBD030876,"Lion vs Handler, Ogun",28/09/2024,28/09/2024,1,Ogun
IBD030889,"Banditry, Kaduna",28/09/2024,28/09/2024,1,Kaduna
IBD030981,"Police vs Man, Delta",27/09/2024,27/09/2024,1,Delta
IBD030864,"Masqueraders Kill 2, Enugu",27/09/2024,27/09/2024,2,Enugu
IBD030897,"Building Collapse, Lagos",27/09/2024,27/09/2024,1,Lagos
IBD030874,"Troops vs Bandit, Kaduna",27/09/2024,27/09/2024,1,Kaduna
IBD030902,"NAF Attack, Kaduna",27/09/2024,27/09/2024,25,Kaduna
IBD030901,"Pastor Died, FCT (Abuja)",26/09/2024,26/09/2024,1,FCT
IBD030858,"Flood Incident, Niger",25/09/2024,25/09/2024,1,Niger
IBD030831,"Assailant Kills Boy, Ogun",25/09/2024,25/09/2024,1,Ogun
IBD030846,"Army vs Bandits, Zamfara",25/09/2024,25/09/2024,2,Zamfara
IBD030850,"Flood Incident, Niger",25/09/2024,25/09/2024,5,Niger
IBD030860,"Flood Incident, Niger",25/09/2024,25/09/2024,1,Niger
IBD030852,"Flood Incident, Niger",25/09/2024,25/09/2024,2,Niger
IBD030854,"Flood Incident, Niger",25/09/2024,25/09/2024,2,Niger
IBD030824,"Auto Crash, Kano",24/09/2024,24/09/2024,5,Kano
IBD031072,"Auto Crash, FCT (Abuja)",24/09/2024,24/09/2024,1,FCT
IBD030829,"Flood Disaster, Oyo",24/09/2024,24/09/2024,1,Oyo
IBD031062,"Corpse Found, Gombe",23/09/2024,23/09/2024,1,Gombe
IBD030828,"Man vs Father, Kano",23/09/2024,23/09/2024,1,Kano
IBD030812,"Auto Crash, Lagos",23/09/2024,23/09/2024,3,Lagos
IBD031109,"Site Engineer Dies, Lagos",23/09/2024,23/09/2024,1,Lagos
IBD030825,"Boat Mishap, Borno",23/09/2024,23/09/2024,4,Borno
IBD030814,"Army vs Vandals, Rivers",22/09/2024,22/09/2024,2,Rivers
IBD030811,"Train Accident, Lagos",22/09/2024,22/09/2024,1,Lagos
IBD030819,"Hippopotamus vs Guard, Kebbi",22/09/2024,22/09/2024,1,Kebbi
IBD030815,"Troops vs Boko Haram/ISWAP, Yobe",22/09/2024,22/09/2024,4,Yobe
IBD030810,"Troops vs Boko Haram/ISWAP Terrorists, Borno",22/09/2024,22/09/2024,3,Borno
IBD030807,"Bandits vs Imam, FCT (Abuja)",22/09/2024,22/09/2024,1,FCT
IBD030822,"Troops Kill Boko Haram, Borno",22/09/2024,22/09/2024,5,Borno
IBD030817,"Mob vs Man, Edo",22/09/2024,22/09/2024,2,Edo
IBD030808,"ISWAP Fighters Drown, Yobe",22/09/2024,22/09/2024,17,Yobe
IBD030813,"Troops vs Boko Haram/ISWAP Terrorist, Borno",22/09/2024,22/09/2024,1,Borno
IBD030870,"Food Poisoning, Oyo",22/09/2024,22/09/2024,5,Oyo
IBD030830,"Gunmen Kill Driver, Ekiti",22/09/2024,22/09/2024,1,Ekiti
IBD030806,"Soldier vs NSCDC Officer, Oyo",22/09/2024,22/09/2024,1,Oyo
IBD030804,"Gunmen vs LG Worker, Osun",21/09/2024,21/09/2024,1,Osun
IBD030904,"2 Killed, Lagos",21/09/2024,21/09/2024,2,Lagos
IBD030816,"Bandits vs Army, Zamfara",21/09/2024,21/09/2024,1,Zamfara
IBD030826,"Bandits vs Vigilantes, Kaduna",21/09/2024,21/09/2024,2,Kaduna
IBD030809,"Banditry, Kaduna",21/09/2024,21/09/2024,4,Kaduna
IBD030821,"Hoodlums vs Cyclist, FCT (Abuja)",21/09/2024,21/09/2024,1,FCT
IBD030827,"Thief Inside the Tank, Rivers",21/09/2024,21/09/2024,1,Rivers
IBD030805,"Electrocution, Ogun",20/09/2024,20/09/2024,1,Ogun
IBD030859,"Cult Killing, Lagos",20/09/2024,20/09/2024,1,Lagos
IBD031175,"Domestic Violence, Ebonyi",20/09/2024,20/09/2024,1,Ebonyi
IBD031608,"Poland Returnee, Abia",20/09/2024,20/09/2024,1,Abia
IBD030857,"Cult Clash, Lagos",20/09/2024,20/09/2024,1,Lagos
IBD030856,"Cult Clash, Lagos",19/09/2024,19/09/2024,2,Lagos
IBD030802,"Generator Fume, Ogun",19/09/2024,19/09/2024,1,Ogun
IBD030853,"Cult Clash, Lagos",19/09/2024,19/09/2024,1,Lagos
IBD030881,"Security Operatives vs Man, Ekiti",19/09/2024,19/09/2024,1,Ekiti
IBD030823,"Worker vs Colleague, Bauchi",19/09/2024,19/09/2024,1,Bauchi
IBD030803,"Bandits vs Farmers, Kaduna",19/09/2024,19/09/2024,2,Kaduna
IBD030861,"Cult Clash, Lagos",18/09/2024,20/09/2024,6,Lagos
IBD030849,"Cult Clash, Lagos",18/09/2024,18/09/2024,1,Lagos
IBD031036,"Victims of Organ Harvesting, Benue",18/09/2024,18/09/2024,2,Benue
IBD030801,"Auto Crash, FCT (Abuja)",18/09/2024,18/09/2024,3,FCT
IBD030855,"Cult Clash, Oyo",17/09/2024,18/09/2024,2,Oyo
IBD030791,"Police vs Kidnapper, Edo",17/09/2024,17/09/2024,1,Edo
IBD030798,"Woman Dies, Lagos",17/09/2024,17/09/2024,1,Lagos
IBD030800,"Building Collapse, Osun",17/09/2024,17/09/2024,1,Osun
IBD030848,"Cult Clash, Imo",16/09/2024,23/09/2024,8,Imo
IBD030797,"Man vs Fiancee, Kano",16/09/2024,16/09/2024,1,Kano
IBD030790,"Gunmen vs PoS Operator, Oyo",16/09/2024,16/09/2024,1,Oyo
IBD030789,"Auto Crash, Ogun",16/09/2024,16/09/2024,11,Ogun
IBD030774,"Auto Crash, Kaduna",16/09/2024,16/09/2024,38,Kaduna
IBD030772,"IPOB/ESN vs Police, Anambra",16/09/2024,16/09/2024,2,Anambra
IBD030794,"Auto Crash, Lagos",16/09/2024,16/09/2024,1,Lagos
IBD030776,"IPOB/ESN vs Police, Imo",16/09/2024,16/09/2024,3,Imo
IBD030792,"Troops vs Bandits, Kaduna",16/09/2024,16/09/2024,2,Kaduna
IBD031067,"Domestic Violence, Kano",16/09/2024,16/09/2024,2,Kano
IBD030784,"Bandits vs Army, Kaduna",16/09/2024,16/09/2024,2,Kaduna
IBD030873,"Flooding kills 2, Kebbi",15/09/2024,21/09/2024,2,Kebbi
IBD030871,"Flooding kills 5, Kebbi",15/09/2024,21/09/2024,5,Kebbi
IBD030777,"Neighbours, Lagos",15/09/2024,15/09/2024,2,Lagos
IBD031039,"Electrocution, FCT (Abuja)",15/09/2024,15/09/2024,1,FCT
IBD030869,"Flooding kills 8, Kebbi",15/09/2024,21/09/2024,8,Kebbi
IBD030867,"Flooding Kills 7, Kebbi",15/09/2024,21/09/2024,7,Kebbi
IBD030767,"Kidnappers Attack, Niger",15/09/2024,15/09/2024,5,Niger
IBD030782,"Auto Crash, Oyo",15/09/2024,15/09/2024,3,Oyo
IBD030787,"Bike Thief, FCT (Abuja)",15/09/2024,15/09/2024,1,FCT
IBD030771,"Cult Clash, Lagos",15/09/2024,15/09/2024,1,Lagos
IBD030783,"Assailants vs Man, Yobe",15/09/2024,15/09/2024,1,Yobe
IBD030775,"Auto Crash, Lagos",15/09/2024,15/09/2024,1,Lagos
IBD030778,"Gunmen Kill 5, Plateau",15/09/2024,15/09/2024,5,Plateau
IBD030781,"Banditary, Kaduna",15/09/2024,15/09/2024,3,Kaduna
IBD030872,"Flooding kills 7, Kebbi",15/09/2024,21/09/2024,7,Kebbi
IBD030779,"Auto Crash, Ondo",15/09/2024,15/09/2024,1,Ondo
IBD030768,"Banditry, Kaduna",15/09/2024,15/09/2024,2,Kaduna
IBD030788,"Witchcraft, Adamawa",14/09/2024,14/09/2024,3,Adamawa
IBD030773,"Auto Crash, Ekiti",14/09/2024,14/09/2024,1,Ekiti
IBD030757,"Political Violence, Rivers",14/09/2024,14/09/2024,6,Rivers
IBD030758,"Auto Crash, Oyo",14/09/2024,14/09/2024,5,Oyo
IBD030762,"Boat Mishap, Zamfara",14/09/2024,14/09/2024,40,Zamfara
IBD030786,"Soldiers vs Bandits, Niger",14/09/2024,14/09/2024,3,Niger
IBD030760,"Auto Crash, Ogun",14/09/2024,14/09/2024,1,Ogun
IBD030863,"Cult Clash, Lagos",14/09/2024,14/09/2024,6,Lagos
IBD031127,"Organ Harvesting, Ebonyi",14/09/2024,14/09/2024,3,Ebonyi
IBD030765,"Vandal Electrocuted, Yobe",14/09/2024,14/09/2024,1,Yobe
IBD030769,"Auto Crash, Lagos",14/09/2024,14/09/2024,1,Lagos
IBD030862,"Cult Killing, Lagos",14/09/2024,14/09/2024,1,Lagos
IBD030766,"Gunmen vs Market Leader, Enugu",14/09/2024,14/09/2024,1,Enugu
IBD030770,"Assailant vs Man, Plateau",14/09/2024,14/09/2024,1,Plateau
IBD030755,"Stampede, Borno",13/09/2024,13/09/2024,2,Borno
IBD030748,"NAF vs Bandits, Zamfara",13/09/2024,13/09/2024,39,Zamfara
IBD030763,"Ritual Killing, Anambra",13/09/2024,13/09/2024,2,Anambra
IBD030785,"Police vs Bandits, Niger",13/09/2024,13/09/2024,2,Niger
IBD030799,"Police vs Kidnapper, Rivers",13/09/2024,13/09/2024,1,Rivers
IBD030733,"Banditry, Zamfara",12/9/2024,12/9/2024,8,Zamfara
IBD030759,"Auto Crash, Anambra",12/9/2024,12/9/2024,1,Anambra
IBD030741,"Police vs Kidnappers, Rivers",12/9/2024,12/9/2024,4,Rivers
IBD030754,"Auto Crash, Edo",12/9/2024,12/9/2024,5,Edo
IBD030738,"Auto Crash, Osun",12/9/2024,12/9/2024,24,Osun
IBD030793,"Students vs Colleague, Oyo",12/9/2024,12/9/2024,1,Oyo
IBD030734,"Auto Crash, Kaduna",12/9/2024,12/9/2024,21,Kaduna
IBD030818,"Housewife vs Stepson, Benue",12/9/2024,12/9/2024,1,Benue
IBD030752,"Auto Crash, Edo",12/9/2024,12/9/2024,7,Edo
IBD030739,"Gunmen vs Woman, Kogi",11/9/2024,11/9/2024,1,Kogi
IBD030737,"Auto crash, Ondo",11/9/2024,11/9/2024,2,Ondo
IBD031908,"Police vs Kidnapper, Imo",11/9/2024,11/9/2024,1,Imo
IBD030724,"Security Operatives vs Boko Haram, Niger",11/9/2024,11/9/2024,23,Niger
IBD030725,"Auto Crash, Anambra",11/9/2024,11/9/2024,3,Anambra
IBD031559,"Cultists Kill Man, Rivers",11/9/2024,11/9/2024,1,Rivers
IBD030726,"Army vs Bandits, Kaduna",10/9/2024,10/9/2024,4,Kaduna
IBD030796,"Shop Demolition, Oyo",10/9/2024,10/9/2024,1,Oyo
IBD030716,"Herdsmen Attack, Benue",10/9/2024,10/9/2024,7,Benue
IBD030625,"Auto Crash, Lagos",10/9/2024,10/9/2024,1,Lagos
IBD030820,"Assailant vs Girl, Kaduna",10/9/2024,10/9/2024,1,Kaduna
IBD030746,"Herdsmen vs Farmers, Benue",10/9/2024,10/9/2024,2,Benue
IBD030718,"Charcoal Dealers, Bauchi",10/9/2024,10/9/2024,2,Bauchi
IBD030727,"Hoodlum vs Man, FCT (Abuja)",10/9/2024,10/9/2024,1,FCT
IBD030744,"Gas Explosion, Ebonyi",10/9/2024,11/9/2024,2,Ebonyi
IBD030742,"Banditry, Kaduna",10/9/2024,10/9/2024,3,Kaduna
IBD030728,"Auto Crash, Kano",10/9/2024,10/9/2024,6,Kano
IBD030745,"Electrocution, FCT (Abuja)",10/9/2024,10/9/2024,1,FCT
IBD030714,"Gunmen Kill 3, Anambra",9/9/2024,9/9/2024,3,Anambra
IBD030723,"Flooding, Borno",9/9/2024,9/9/2024,62,Borno
IBD030721,"Girl vs Friend, Lagos",9/9/2024,9/9/2024,1,Lagos
IBD030719,"Electrocution, Lagos",9/9/2024,9/9/2024,1,Lagos
IBD030710,"Gunmen Attack, Delta",9/9/2024,9/9/2024,3,Delta
IBD030720,"Security Operatives vs Bandits, FCT (Abuja)",9/9/2024,9/9/2024,5,FCT
IBD030715,"Auto Crash, FCT (Abuja)",9/9/2024,9/9/2024,2,FCT
IBD030705,"Flood Disaster, Kaduna",8/9/2024,8/9/2024,2,Kaduna
IBD030703,"Banditary, Kaduna",8/9/2024,8/9/2024,6,Kaduna
IBD030708,"Gunmen vs Pastor's Aide, Imo",8/9/2024,8/9/2024,1,Imo
IBD030695,"Auto Crash, Niger",8/9/2024,8/9/2024,64,Niger
IBD030700,"Auto Crash, Lagos",8/9/2024,8/9/2024,3,Lagos
IBD030707,"Auto Crash, Niger",8/9/2024,8/9/2024,1,Niger
IBD030704,"Banditry, Kaduna",8/9/2024,8/9/2024,1,Kaduna
IBD030712,"Banditry, Kaduna",8/9/2024,8/9/2024,6,Kaduna
IBD030717,"Banditry, Kaduna",8/9/2024,8/9/2024,1,Kaduna
IBD030709,"Ritual Killing, Oyo",8/9/2024,8/9/2024,2,Oyo
IBD030706,"Banditry, Sokoto",8/9/2024,8/9/2024,1,Sokoto
IBD030711,"Gunmen vs Businessman, Anambra",8/9/2024,8/9/2024,1,Anambra
IBD030731,"Hunter vs Teenager, Lagos",8/9/2024,8/9/2024,1,Lagos
IBD030698,"Domestic Violence, Delta",7/9/2024,7/9/2024,1,Delta
IBD030697,"Boy Drowns, Kano",7/9/2024,7/9/2024,1,Kano
IBD030701,"Auto Crash, FCT (Abuja)",7/9/2024,7/9/2024,8,FCT
IBD030696,"Man Found Dead, Kano",7/9/2024,7/9/2024,1,Kano
IBD030702,"Building Collapse, Kano",7/9/2024,7/9/2024,1,Kano
IBD030699,"Drowns, Jigawa",7/9/2024,7/9/2024,1,Jigawa
IBD030694,"Soldiers vs IPOB Members, Anambra",6/9/2024,6/9/2024,5,Anambra
IBD030691,"Gunmen Kill Man, Lagos",6/9/2024,6/9/2024,1,Lagos
IBD030686,"Man vs Lover, Edo",6/9/2024,6/9/2024,1,Edo
IBD030689,"Auto Crash, Kano",6/9/2024,6/9/2024,4,Kano
IBD030692,"Police vs Bandit, Kebbi",6/9/2024,6/9/2024,1,Kebbi
IBD030681,"Vigilante Kills IPOB Coordinator, Anambra",5/9/2024,5/9/2024,1,Anambra
IBD030680,"Boat Mishap, Nasarawa",5/9/2024,5/9/2024,4,Nasarawa
IBD030688,"Flood Disaster, Anambra",5/9/2024,5/9/2024,2,Anambra
IBD030679,"Gunmen kill 1, Oyo",4/9/2024,4/9/2024,1,Oyo
IBD031122,"Domestic Violence, Ebonyi",4/9/2024,4/9/2024,1,Ebonyi
IBD030682,"Police Officer vs Student, Kwara",4/9/2024,4/9/2024,1,Kwara
IBD030664,"Building Collapse, Kano",4/9/2024,4/9/2024,3,Kano
IBD030713,"Kidnappers Kill Teenager, Ogun",4/9/2024,4/9/2024,1,Ogun
IBD031173,"Domestic Violence, Ebonyi",4/9/2024,4/9/2024,1,Ebonyi
IBD030654,"Gunmen Attack, Imo",4/9/2024,4/9/2024,3,Imo
IBD030666,"Security Operatives vs Man, Anambra",4/9/2024,4/9/2024,1,Anambra
IBD030735,"Student Kidnap Colleague, Kogi",4/9/2024,4/9/2024,1,Kogi
IBD030644,"IPOB/ESN vs Police, Anambra",3/9/2024,3/9/2024,1,Anambra
IBD030655,"Fulani Herdsmen Attack, Plateau",3/9/2024,3/9/2024,11,Plateau
IBD030656,"Gunmen vs Policeman, Imo",3/9/2024,3/9/2024,1,Imo
IBD030732,"Man Kills Teenager, Lagos",3/9/2024,3/9/2024,1,Lagos
IBD030667,"Auto Crash, Ogun",3/9/2024,3/9/2024,1,Ogun
IBD030647,"Gunmen vs Politician, Benue",3/9/2024,3/9/2024,1,Benue
IBD030658,"Ritual, Abia",3/9/2024,3/9/2024,1,Abia
IBD030662,"Boko Haram vs Farmers, Niger",3/9/2024,3/9/2024,2,Niger
IBD030663,"Gunmen Attack, Rivers",3/9/2024,3/9/2024,2,Rivers
IBD030665,"Medical Quackery, Nasarawa",3/9/2024,3/9/2024,1,Nasarawa
IBD030659,"Herders vs Farmer, FCT (Abuja)",3/9/2024,3/9/2024,1,FCT
IBD030736,"Cult Clash, Lagos",3/9/2024,3/9/2024,1,Lagos
IBD030645,"Electrocution, Benue",3/9/2024,3/9/2024,1,Benue
IBD030660,"Mob Lynch Man, Ogun",3/9/2024,3/9/2024,1,Ogun
IBD030661,"Soldiers vs Bandits, Kaduna",2/9/2024,2/9/2024,2,Kaduna
IBD030657,"Gunmen vs Lawyer, Abia",2/9/2024,2/9/2024,1,Abia
IBD030649,"Youths vs Couple, Imo",2/9/2024,2/9/2024,2,Imo
IBD030648,"Police vs Bandits, Sokoto",2/9/2024,2/9/2024,1,Sokoto
IBD030652,"Hunters vs Bandits, Kaduna",2/9/2024,2/9/2024,2,Kaduna
IBD030908,"Ritual Killing, Kwara",2/9/2024,2/9/2024,1,Kwara
IBD030646,"Security Personnel Kills 2, Adamawa",2/9/2024,2/9/2024,2,Adamawa
IBD030635,"Gunmen Attack, Sokoto",2/9/2024,2/9/2024,2,Sokoto
IBD030637,"Kidnappers Kill 3, Delta",2/9/2024,2/9/2024,3,Delta
IBD030638,"Hoodlums Kill 1, Niger",2/9/2024,2/9/2024,1,Niger
IBD030624,"Auto Crash, Ogun",1/9/2024,1/9/2024,2,Ogun
IBD030548,"Mysterious Deaths, Enugu",1/9/2024,1/9/2024,4,Enugu
IBD030651,"Banditry, Kaduna",1/9/2024,1/9/2024,2,Kaduna
IBD030632,"Boko Haram Attack, Yobe",1/9/2024,1/9/2024,74,Yobe
IBD030629,"Soldiers Kill Bandits, Kaduna",1/9/2024,1/9/2024,3,Kaduna
IBD030650,"Army vs Boko Haram/ISWAP Terrorists, Borno",1/9/2024,1/9/2024,2,Borno
IBD030685,"Army vs Terrorists, Kaduna",1/9/2024,7/9/2024,76,Kaduna
IBD030683,"Banditry, Katsina",1/9/2024,7/9/2024,76,Katsina
IBD030628,"Kidnappers vs School Girl, Ogun",1/9/2024,1/9/2024,1,Ogun
IBD030671,"Auto Crash, Ogun",1/9/2024,1/9/2024,1,Ogun
IBD030631,"Native Doctor vs Client, Edo",1/9/2024,1/9/2024,1,Edo
IBD030636,"Auto Crash, Niger",1/9/2024,1/9/2024,2,Niger
IBD030623,"NAF vs Terrorists, Kaduna",31/08/2024,31/08/2024,5,Kaduna
IBD030634,"Gunmen vs Assembly's Aide, Edo",31/08/2024,31/08/2024,1,Edo
IBD030619,"Auto Crash, Osun",31/08/2024,31/08/2024,4,Osun
IBD030639,"Youths vs Bandits, Kaduna",31/08/2024,31/08/2024,1,Kaduna
IBD030643,"Gunmen vs Vigilantes, Kogi",31/08/2024,31/08/2024,3,Kogi
IBD030630,"Auto Crash, Niger",31/08/2024,31/08/2024,4,Niger
IBD030642,"Gunmen Attack, Ekiti",31/08/2024,31/08/2024,2,Ekiti
IBD030626,"Cult Clash, Lagos",31/08/2024,31/08/2024,2,Lagos
IBD030614,"Boko Haram vs Students, Yobe",30/08/2024,30/08/2024,3,Yobe
IBD030618,"Auto Crash, Ogun",30/08/2024,30/08/2024,6,Ogun
IBD030743,"Herdsmen Attack, Ondo",30/08/2024,30/08/2024,2,Ondo
IBD030641,"Kidnap Victim, Nasarawa",30/08/2024,30/09/2024,1,Nasarawa
IBD030938,"Assailant vs Lady, Ogun",30/08/2024,30/08/2024,1,Ogun
IBD031023,"Assailant vs Man, Adamawa",30/08/2024,30/08/2024,1,Adamawa
IBD030627,"Hoodlums vs Motorcyclist, Niger",30/08/2024,30/08/2024,1,Niger
IBD030617,"Herdsmen Kill 3 Farmers, Benue",29/08/2024,29/08/2024,3,Benue
IBD030616,"Banditry, FCT (Abuja)",29/08/2024,29/08/2024,1,FCT
